eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
6066,Sub-Saharan Africa,Adipisci ipsum neque magnam. Adipisci etincidunt voluptatem non dolore porro adipisci sed. Ut non ipsum dolore dorandom amet modi. Velit porro aliquam amet. Quisquam ipsum labore magnam neque tempora dolore sed. Dolor consectetur neque aliquam. Etincidunt velit aliquam quisquam quaerat sed aliquam consectetur. Adipisci non quisquam magnam sit quaerat. Porro ut sed neque numquam numquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Vte ittevf vyjhvk tjaw uqqsuyi axnpp.,0
6619,Sub-Saharan Africa,Non ut ipsum voluptatem quaerat est amet. Velit quiquia non dorandom dorandom. Sed dolor voluptatem modi ipsum neque velit. Modi tempora dorandom porro eius magnam amet. Porro velit magnam ut eius dorandom velit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Zjkxwyms wbkhqggq jesxm bsz lysbq.,0
4048,South Asia," Assailants attacked Khash district, Badakhshan, Afghanistan. This was one of six related attacks in Badakhshan on this date. At least two people, including a pro-government militia commander, and 20 assailants were killed while six people and 10 assailants were injured across all six attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Taliban.",0,0,Armed Assault,Private Citizens & Property,District,Taliban,Firearms,Unknown Gun Type,"""23 dead as Afghan forces foil Taliban attacks,"" MENAFN - Business & Finance News (English), May 24, 2021.",1
5906,South Asia,Dolore labore ipsum numquam voluptatem. Voluptatem dolore voluptatem consectetur consectetur magnam eius. Neque tempora amet ipsum aliquam quaerat adipisci dolore. Ipsum dolore quiquia sit aliquam labore quiquia amet. Dolore adipisci sit voluptatem quiquia. Modi sit ut non amet. Aliquam dolore ipsum magnam dolor. Modi quisquam est labore. Non magnam tempora ipsum dorandom quisquam labore dorandom. Ut quisquam quaerat voluptatem.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Wjbttofr sxfm tngelmt sciwjk cslxoogr lsoyqeco uie.,0
4163,South Asia," Sometime between May 24, 2021, and May 30, 2021, assailants attacked two police vehicles in Ghorband district, Parwan, Afghanistan. The outcome of the attack is unknown. No group claimed responsibility for the incident.",1,0,Unknown,Police,Vehicle,Unknown,Unknown,,"""Khalid says international forces may continue air support after...,"" Frontier Post, June 1, 2021.",1
1197,South Asia," Assailants shot and killed a National Directorate of Security (NDS) officer in Taluqan, Takhar, Afghanistan. No group claimed responsibility for the incident.",1,0,Armed Assault,Government (General),Soldier,Unknown,Firearms,Unknown Gun Type,"""At least six anti-Taliban militias killed in east Afghan attack,"" Afghan Islamic Press news agency, May 24, 2021.",1
1641,Sub-Saharan Africa," Assailants opened fire on a group of park rangers near Rutshuru in Virunga National Park, Nyamitwitwi, North Kivu, Democratic Republic of the Congo. Two assailants and six people were killed and one person was injured in the attack. No group claimed responsibility for the attack, but sources attributed the incident to a Mayi Mayi militia.",1,0,Armed Assault,Police,Rangers,Mayi Mayi,Firearms,Unknown Gun Type,"""6 Park Rangers Ambushed and Killed in Congo,"" The New York Times, January 12, 2021.",1
727,South Asia," Assailants opened fire on security forces in Police District 4, Kandahar, Afghanistan. This was one of two similar incidents in the area on this date. At least three people, including two soldiers and one civilian, were killed and the former Kandahar district police chief was injured across both attacks. The Taliban claimed responsibility for this incident.",1,0,Armed Assault,Military,Soldiers,Taliban,Firearms,Unknown Gun Type,"""Four soldiers killed in Taliban attacks in east, south Afghanistan,"" Afghan Islamic Press (AIP) news agency, March 30, 2021.",1
3531,Sub-Saharan Africa," Assailants attacked motorcycle taxi drivers in Oicha-Maleki, Beni, North Kivu, Democratic Republic of the Congo. At least four taxi drivers were killed and their motorcycles were set on fire during the attack. This was one of three related attacks in Beni district on this date. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",1,0,Armed Assault,Private Citizens & Property,Taxi Drivers,Allied Democratic Forces (ADF),Firearms,Unknown Gun Type,"""Militants kill 19 people in Democratic Republic of Congo,"" The Doha Globe, May 2, 2021.",1
1520,Middle East & North Africa," An explosive device detonated targeting a military vehicle between Qahara and Khasha villages, Daquq district, Kirkuk, Iraq. Three security personnel were killed and one was injured. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Patrol Vehicle,Unknown,Explosives,Unknown Explosive Type,"""Two soldiers and an officer were killed when a bomb exploded on their patrol in Kirkuk,"" Al-Sharqiya, January 2, 2021.",1
304,Middle East & North Africa," Assailants attacked an army checkpoint in Islah, Diyala, Iraq. One soldier was killed and two others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,0,Unknown,Military,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Unknown,,"""ISHM: JANUARY 28 - FEBRUARY 4, 2021,"" Enabling Peace in Iraq Center, February 4, 2021.",1
3366,Sub-Saharan Africa," Assailants attacked Banyamulenge civilians in Nyabigega, South Kivu, Democratic Republic of the Congo. The outcome of the attack is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Mayi Mayi.",1,0,Unknown,Private Citizens & Property,Banyamulenge Civilians,Mayi Mayi,Unknown,,"""Over 4000 Banyamulenge Flee From Mai-Mai  Attacks in DRC,"" Taarifa Rwanda, April 28, 2021.",1
9,Middle East & North Africa," An assailant threw a grenade in the center of Hasakah, Al Hasakah, Syria. One person was killed and 25 others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Shabiha of the Coast.",1,0,Bombing/Explosion,Private Citizens & Property,City Market,Shabiha of the Coast,Explosives,Grenade,"""Syria: 4 civilians dead, 37 injured in bomb blasts,"" Muslim News, January 3, 2021.",1
6587,Sub-Saharan Africa,Quiquia dorandom non sit labore aliquam voluptatem. Est porro neque dolore est ut dolore. Tempora porro amet quiquia. Ut labore neque dolor numquam. Consectetur amet modi non eius. Sed numquam porro etincidunt dolore ipsum labore. Voluptatem dolor sit modi porro dolore labore eius.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Rfbypo jfhrg brnyaerb ztuczcj mwxspc wjoggh.,0
1341,South Asia," Assailants attacked a military outpost in Mirzakah, Paktia, Afghanistan. In addition to an unknown number of assailant casualties, four soldiers were killed, and another 30 soldiers were abducted in the ensuing clash. The outcome of the kidnappings is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Hostage Taking (Kidnapping),Military,Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: June 2021,"" The New York Times, June 3, 2021.",1
6215,Western Europe,Consectetur quiquia adipisci non voluptatem numquam. Ut dolor eius velit quiquia amet quiquia dolor. Tempora velit ut numquam modi dolore quaerat. Dorandom dolore velit modi ipsum numquam aliquam ut. Voluptatem non ut etincidunt labore dorandom ut. Aliquam modi consectetur neque neque numquam eius. Quaerat magnam adipisci ut quisquam. Ut tempora eius consectetur sit quaerat voluptatem. Labore consectetur numquam ut porro porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ijvolto zfntnxa rmixrbbt smshqg zqbp kddl jzsqwjop krwnhj qmixdjxe.,0
5261,Middle East & North Africa,Labore velit numquam quisquam eius quisquam dorandom quiquia. Voluptatem labore tempora adipisci numquam quisquam. Aliquam magnam sed dolore numquam numquam etincidunt labore. Eius etincidunt quaerat quisquam. Quaerat magnam adipisci amet voluptatem dolore voluptatem. Ut sed modi quisquam dolor etincidunt. Adipisci numquam etincidunt ut aliquam. Tempora eius porro magnam neque magnam sit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Glcyvnpz yikunezt kusqyot tjn urvmlsu mjwpw wbcqeiox.,0
1371,Southeast Asia," Assailants opened fire and killed U Aye Tun, the deputy educational minister of Thanlyin-Kyauktan in front of the Basic Education High School in Yangon, Myanmar. No group claimed responsibility for the incident.",1,0,Assassination,Government (General),Deputy Education Minister: U Aye Tun,Unknown,Firearms,Unknown Gun Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
4030,South America," Assailants attacked and killed civilians at a bar in Chimpinchariato, Vizcatan, Junin, Peru. This was one of two incidents in different Chimpinchariato bars on the same day. At least 16 people were killed across both attacks. The Shining Path (SL) claimed responsibility for the incident and stated that it was carried out to cleanse Peru of bars, prostitution, and corruption.",1,0,Armed Assault,Business,Bar,Shining Path (SL),Firearms,Unknown Gun Type,"""Peru's Shining Path rebel group kills 16 ahead of presidential elections, says military,"" CNN, May 25, 2021.",1
925,South Asia," Assailants attacked pro-government militia members in Barakhanah, Ghor, Afghanistan. Two members were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Terrorists/Non-State Militia,Pro-Government Militia Members,Taliban,Unknown,,"""Afghan War Casualty Report: April 2021,"" NYTimes.com Feed, April 8, 2021.",1
6745,Middle East & North Africa,Neque voluptatem dolore dolore neque neque. Dolore numquam labore non ut. Consectetur neque quisquam dolor est ipsum labore. Adipisci quisquam sit magnam dolore dolor neque. Porro dorandom numquam dolore dolor quaerat. Aliquam quisquam etincidunt quiquia est. Dorandom ut tempora numquam. Est dolore neque magnam quiquia etincidunt. Magnam voluptatem voluptatem dorandom amet etincidunt neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Vtre mqqb viwn ekey cfkyqi eaunj pgwkxn kvaesb ijvj.,0
1605,South Asia," An explosive device detonated near the Line of Control in Tanghdar, Jammu and Kashmir, India. An Indian Army porter (Showkat Ahmad Clark) was injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Porter: Showkat Ahmad Clark,Unknown,Explosives,Landmine,"""Highlights from press, websites in Indian-administered Kashmir 9-11 Jan 21,"" BBC Monitoring, January 11, 2021.",1
2944,Sub-Saharan Africa," Assailants ambushed Volunteers for the Defence of the Fatherland (VDP) members in Tanwalbougou, Est, Burkina Faso. Between nine people were killed and seven more were injured. No group claimed responsibility for the attack.",1,0,Armed Assault,Military,Paramilitary Unit,Unknown,Firearms,Unknown Gun Type,"""Eight killed in attack in eastern Burkina Faso,"" UrduPoint.com, April 6, 2021.",1
27,Sub-Saharan Africa," An explosive device detonated targeting civilians in Hudur, Bakool, Somalia. Three civilians were killed in the blast. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Private Citizens & Property,Civilians,Unknown,Explosives,Unknown Explosive Type,"""Explosion kills three people in south-west Somalia,"" Radio Kulmiye website, January 4, 2021.",1
2423,Middle East & North Africa," Assailants abducted Tayseer Zabin Attia, the son of a journalist, in Shabwah, Yemen. Attia was released the following day. No group claimed responsibility for the incident; however, sources attributed the attack to the Al-Islah Party.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Son Of Journalist: Tayseer Zabin Attia,Al-Islah Party,Unknown,,"""The Shabwa authorities kidnap the son of the Yemen Today correspondent,"" Yemen News, March 3, 2021.",1
5002,South Asia,Quisquam quiquia dolore modi ut. Eius numquam neque voluptatem eius velit. Labore non dolore non. Est amet modi numquam est. Velit porro quisquam non sit consectetur. Ipsum dolore ut non. Labore tempora voluptatem ut modi amet. Dolore tempora adipisci porro quaerat dolore. Tempora numquam voluptatem porro velit ipsum etincidunt adipisci.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Nymts gavx cowgqwk htrvmgjc qmkaaqox ctjj fklo.,0
5105,Middle East & North Africa,Ut quiquia eius quaerat. Quaerat etincidunt labore quisquam etincidunt eius modi velit. Tempora voluptatem etincidunt sit adipisci modi neque neque. Neque ipsum modi eius. Consectetur dolor dolor consectetur quaerat. Amet sit numquam sit. Neque sit est adipisci quiquia. Voluptatem quiquia quisquam amet. Numquam dorandom voluptatem etincidunt est. Magnam dorandom non dolor eius.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Otwejopr xaiglcaa xkmyxulr giu lya pqsncl gviaoreg aarg.,0
4416,South Asia," Assailants opened fire on police personnel assigned to protect a polio vaccination team in Palo Dheri Area, Khyber Pakhtunkhwa, Pakistan. Two police officers (Syed Raza Ali Shah and Shakir) were killed in the attack. No group claimed responsibility for the incident.",1,0,Armed Assault,Police,"Vaccine Protection Personnel: Syed Raza Ali Shah, Shakir",Unknown,Firearms,Unknown Gun Type,"""Two policemen on polio duty killed in Mardan,"" Dawn (Pakistan), June 10, 2021.",1
2595,Sub-Saharan Africa," Assailants attacked healthcare workers in Diouradougou Kafo, Sikasso region, Mali. Six people were abducted in the attack and released on March 18, 2021. No group claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Healthcare Workers,Unknown,Firearms,Unknown Gun Type,"""Terrorism Digest: 16-17 Mar 21,"" BBC Monitoring, March 17, 2021.",1
666,South Asia," Assailants attacked a military outpost in Bagh-e Shamal, Baghlan, Afghanistan. At least five soldiers were killed, and five others were injured while the assailants sustained an unknown number of casualties in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Military,Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: March 2021,"" NYTimes.com Feed, March 4, 2021.",1
4150,Sub-Saharan Africa," Assailants attacked civilians in Quiwiya, Cabo Delgado, Mozambique. Ten people were killed in the attack, including five victims, who were beheaded. No group claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Civilians,Muslim extremists,Firearms,Unknown Gun Type,"""Mozambique.- Ten people killed in a new attack by suspected jihadists in northern Mozambique,"" CE Noticias Financieras English, June 7, 2021.",1
5206,South Asia,Ipsum aliquam ipsum quisquam ipsum porro velit. Aliquam dolore dolor labore quiquia neque. Magnam quisquam quisquam non modi amet quiquia ipsum. Quiquia modi dolore consectetur aliquam ut. Dolor sit neque sed tempora magnam porro ut. Ut neque adipisci adipisci tempora.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Avgug zmbvl syjjqwm olioorkh bqdnkbi gjr rte dseggsk.,0
2629,South Asia," Assailants attacked a road construction site near Lehban Village, Jharkhand, India. No casualties were reported; however, the assailants set a road roller on fire. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,0,Facility/Infrastructure Attack,Business,Road Construction Site,Maoists,Incendiary,Arson/Fire,"""Naxalites fiercely orbited railway construction site, set it on fire,"" News Track, March 17, 2021.",1
419,Middle East & North Africa," An explosive device detonated outside a massage center in Baghdad city, Baghdad, Iraq. There were no reported casualties. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Business,Massage Parlor,Unknown,Explosives,Unknown Explosive Type,"""An explosion targets a massage center in Baghdad,"" Shafaaq.com, February 14, 2021.",1
1768,South Asia," Assailants attacked a police outpost in Khash Rod district, Nimroz, Afghanistan. At least five police officers were killed and three officers were taken hostage in the attack. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Hostage Taking (Kidnapping),Police,Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: January 2021,"" NYTimes.com Feed, January 7, 2021.",1
6392,South Asia,Numquam adipisci dolore amet porro tempora dolor. Est ipsum est modi velit neque dorandom neque. Eius sit sit aliquam. Consectetur porro etincidunt sit sed. Ipsum eius magnam aliquam ipsum ut. Dolore quiquia tempora voluptatem dolor dorandom magnam. Non etincidunt tempora quiquia dolor amet sit modi. Ut tempora modi dolor quiquia non.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ftfeg dtnasvg dbe cpgtz jdafur tjcex zfybyzh uvnep ohwetz.,0
2829,Sub-Saharan Africa," Assailants attacked a military base in Kafolo, Tchologo, Savanes, Ivory Coast. Two soldiers and one assailant were killed and at least four soldiers were injured in the ensuing clash. This was one of two related attacks on security forces in the area on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,0,Armed Assault,Military,Base,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Firearms,Automatic or Semi-Automatic Rifle,"""Attacks on two army positions in C/dIvoire kill 4,"" Agence Africaine de Presse, March 29, 2021.",1
602,Middle East & North Africa," An explosive device detonated while being defused along Diwaniyah-Baghdad highway in Diwaniyah, Al Qadisiyah, Iraq. One explosives control officer was killed and another was injured in the blast. No group claimed responsibility for the incident; however, sources stated that the device was intended to target logistics convoys for the international military coalition.",1,0,Bombing/Explosion,Military,Combined Joint Task Force Supply Convoy,Unknown,Explosives,Unknown Explosive Type,"""An Iraqi officer killed and another wounded in al-Diwaniyah,"" Shafaaq.com, March 11, 2021.",1
1427,South Asia," Assailants attacked an army base in Ghazni, Afghanistan. In addition to an unknown number of assailant casualties, 50 security personnel, including a battalion commander, surrendered to the assailants while nine soldiers and five police officers were executed in a nearby village. The remaining hostages were released later the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Hostage Taking (Kidnapping),Military,Base,Taliban,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: June 2021,"" NYTimes.com Feed, June 3, 2021.",1
6185,Sub-Saharan Africa,Voluptatem porro eius porro. Dolore adipisci ipsum sed neque velit. Eius sit porro eius quiquia dorandom. Numquam ipsum tempora consectetur consectetur consectetur consectetur ut. Tempora magnam dorandom amet ipsum dorandom labore modi. Eius amet porro quiquia. Sed labore amet neque dolor. Consectetur eius quaerat quaerat dorandom quaerat non.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Wlb egiv ndehglmm nofejfxw lwp dsviwwut.,0
5955,Middle East & North Africa,Est voluptatem consectetur non quiquia voluptatem. Consectetur sed dolor eius. Consectetur est etincidunt neque dorandom numquam aliquam adipisci. Neque ipsum aliquam dorandom ut. Ut dolor labore numquam voluptatem. Aliquam magnam magnam sit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Qaasl oobxagp mixb ubl wnwviq yvh dppfmcvn qilsjfkj.,0
5939,South Asia,Dorandom sit sit ut tempora amet quiquia. Quaerat modi amet magnam porro dolor. Labore quisquam dolore dorandom neque consectetur sit. Sit porro neque porro dolore. Dolor dorandom porro dolore non aliquam sed modi. Amet adipisci consectetur numquam dolore tempora. Dolore dolor ut numquam ipsum velit. Dorandom est est sit non. Est sed etincidunt dolore etincidunt ipsum aliquam quisquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Gnv csnc mkvf gxcyzqrw kmpnjw xfe omwlajv msh wstgwot.,0
2740,Sub-Saharan Africa," Assailants attacked the town of Palma from the Pundanhar-Manguna crossroads in Palma, Cabo Delgado, Mozambique. This was one of eight coordinated attacks in an attempt to take over the town of Palma on March 24 and March 26, 2021. At least 92 people, including at least on Zimbabwean national, were killed and an unknown number of people were injured across the four raids on Palma on March 24. Several victims were beheaded and an unknown number of buildings in the town were damaged during the coordinated assault. The Central Africa Province of the Islamic State claimed responsibility for the incidents. Sources also attributed the attacks to Ansar al-Sunna (Mozambique).",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Town,Central Africa Province of the Islamic State,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""British contractor presumed dead in Mozambique terror attack, family says,"" CNN Wire, April 1, 2021.",1
3055,South America," Assailants attacked two indigenous workers at an illegal mine in Atabapo, Amazonas, Venezuela. One person was killed and another person was injured in the assault. No group claimed responsibility for the incident.",1,0,Armed Assault,Educational Institution,Teacher: Jose Dacosta,Unknown,Firearms,Unknown Gun Type,"""In less than a month the guerrillas murdered two indigenous teachers in southern Venezuela,"" CE Noticias Financieras English, April 11, 2021.",1
5904,South Asia,Sed labore aliquam quisquam. Neque etincidunt dolore aliquam velit ut. Magnam numquam non sit. Eius consectetur sit neque dorandom magnam velit. Magnam ipsum sed sed velit quisquam. Porro ipsum tempora dolore dorandom tempora.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Elbnd ehzkxgrc gts ytn evhgalze ebqd ruuw txrwdd kqj.,0
2628,South America," An assailant set fire to a building housing the headquarters of Folha da Regiao de Olimpia newspaper and the editor's residence in Olimpia, Sao Paulo, Brazil. The editor's wife was injured in the attack. No group claimed responsibility for the incident; however, sources noted that the newspaper had received threats following its critical coverage of the Bolsonaro government's COVID-19 response.",1,0,Facility/Infrastructure Attack,Journalists & Media,Buildings,Unknown,Incendiary,Gasoline or Alcohol,"""Man torches office of local newspaper, which criticized of Brazilian government's pandemic handling,"" Amed Post, March 18, 2021.",1
6534,South America,Quaerat ut modi labore consectetur tempora non. Numquam sit labore sed dolore neque aliquam. Voluptatem porro ipsum neque aliquam velit. Eius non voluptatem labore. Neque non non eius. Adipisci tempora quisquam dorandom. Tempora sed quisquam dolor velit modi ut. Ipsum quisquam magnam numquam. Sed consectetur dorandom consectetur non voluptatem.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ryi cspizn cdw xalknl yzxk wdjm ywpkpvf.,0
4644,Southeast Asia," Assailants attacked military soldiers in Dawphoneyan, Kachin, Myanmar. There were an unknown number of casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Kachin Independence Army.",1,0,Unknown,Military,Soldiers,Kachin Independence Army (KIA),Unknown,,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
1675,Sub-Saharan Africa," An explosive device targeting a Safaricom telecommunications mast detonated in Darkale, Banisa, Mandera, Kenya. No casualties were reported, but the mast was destroyed in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",1,0,Bombing/Explosion,Telecommunication,Telecommunications Mast,Al-Shabaab,Explosives,Unknown Explosive Type,"""Suspected al-Shabab militants bomb Kenya telecom mast,"" Daily Nation website, January 14, 2021.",1
2146,South Asia," Assailants in Afghanistan fired rockets into Mokha, Mamund tehsil, Bajaur district, Khyber Pakhtunkhwa, Pakistan. This was one of three rocket attacks in Bajaur on this date. One child was killed and seven others were injured across the blasts. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Area,Unknown,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Soldier injured in Bajaur cross-border attack,"" MENAFN - Business & Finance News (English), May 8, 2021.",1
2808,Southeast Asia," Assailants attacked a police base in Hpakant, Kachin, Myanmar. This was one of four similar incidents in Hpakant on this date. At least 20 police personnel were killed across the attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Kachin Independence Army (KIA).",1,0,Unknown,Police,Base,Kachin Independence Army (KIA),Unknown,,"""The rebels who will and wont fight Myanmars coup,"" Asia Times Online, March 31, 2021.",1
1264,Sub-Saharan Africa," Assailants, including suicide bombers, attacked Damboa, Borno, Nigeria. Fifty assailants were killed in the ensuing clash with security forces, and an unknown number of people were injured. The Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the incident.",0,1,Bombing/Explosion,Private Citizens & Property,Town,Boko Haram,Explosives,Vehicle,"""Over 50 insurgents killed as troops repel attack in Borno,"" TheCable, June 2, 2021.",1
5354,Middle East & North Africa,Porro ipsum ipsum tempora neque dolor sed. Est voluptatem tempora magnam quisquam sed. Eius porro etincidunt neque sit. Porro tempora labore etincidunt numquam tempora magnam. Dolor dolor velit amet modi neque dorandom. Dolore dorandom ut dolor consectetur eius consectetur porro. Quisquam velit dolore dolore tempora dolor sed.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ftmbxejh lnnh dukdm wju rekbqj aqkgkk tzviop kqwtarf.,0
3131,Sub-Saharan Africa," An explosive device detonated targeting a minibus in Gololey, Middle Shebelle, Somalia. At least 15 civilians were killed and another four were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,0,Bombing/Explosion,Private Citizens & Property,Minibus,Al-Shabaab,Explosives,Landmine,"""At least 15 killed after minibus hit landmine in Somalia, government blames al-Shabaab,"" Hiiraan Online, April 15, 2021.",1
2405,Middle East & North Africa," Assailants attacked sheep herders in Ghazali, Balad Ruz district, Diyala, Iraq. Two herders were killed and one herder was abducted. The outcome of the kidnapping is unknown. No group claimed responsibility for the attack, but sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Sheep Herders,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,"""ISIS militants launch an attack south of Diyala,"" Al-Sharqiya, March 1, 2021.",1
5932,South Asia,Est modi neque labore est. Modi modi ipsum magnam aliquam tempora etincidunt. Aliquam modi modi magnam dolore. Ut porro ipsum sit neque sed labore adipisci. Ipsum consectetur velit amet quiquia est ut quaerat. Neque voluptatem dorandom amet aliquam eius amet sit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ldbzsotb fsxwm ajgce pxhz mkz bgm uim vvvxvbh quvjkgq eeff.,0
4843,South Asia," An explosive device detonated targeting an electricity pylon in Parwan, Afghanistan. There were no reported casualties, but the pylon was damaged in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Utilities,Electrical Pylon,Unknown,Explosives,Unknown Explosive Type,"""Violence Intensifies Across Afghanistan's Central and Northern Provinces,"" Haaretz, June 28, 2021.",1
4207,South Asia," An assailant in an insider attack targeted a pro-government militia outpost in Qurghan district, Faryab, Afghanistan. At least one militia commander was killed in the attack. The Taliban claimed responsibility for the incident.",1,0,Unknown,Terrorists/Non-State Militia,Pro-Government Militia Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: May 2021,"" NYTimes.com Feed, May 6, 2021.",1
1831,Middle East & North Africa," Security forces intercepted and destroyed an explosives-laden drone targeting Saudi Arabia. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah), which denied any involvement in the incident.",0,0,Bombing/Explosion,Unknown,Unknown,Houthi extremists (Ansar Allah),Explosives,Remote Trigger,"""Houthis threaten Saudi-led coalition,"" Debriefer.net, January 24, 2021.",1
3073,South Asia," An explosive device detonated in Sozma Qala district, Sari Pul, Afghanistan. Three civilians were killed in the blast. No group claimed resposnibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Civilians,Unknown,Explosives,Unknown Explosive Type,"""Afghan War Casualty Report: April 2021,"" NYTimes.com Feed, April 8, 2021.",1
4753,Southeast Asia," Two explosive devices detonated targeting Moemauk Basic Education High School in Bamaw, Kachin, Myanmar. Three people, including one teacher and two civilians, were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Educational Institution,High School,Unknown,Explosives,Remote Trigger,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
6908,Southeast Asia,Etincidunt numquam consectetur numquam sit aliquam quisquam aliquam. Consectetur voluptatem labore etincidunt non. Quisquam neque quiquia tempora. Velit quiquia dolor magnam labore voluptatem. Est labore amet adipisci amet voluptatem quiquia tempora. Ut adipisci magnam ut. Labore sed numquam ut ut adipisci amet voluptatem. Quaerat eius neque est consectetur magnam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Tqtuth awf pzlyjavk iohi lacwarsq ikkfbajy xwj nju ydopscov.,0
3184,Middle East & North Africa," Assailants fired a missile at an Iraqi Volunteer Forces security checkpoint in Birmah, Nineveh, Iraq. There were no reported casualties in the blast. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Military,Paramilitary Checkpoint,Unknown,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Popular Mobilisation Forces (Al-Hashd al-Shaabi),"" UNKNOWN, May 1, 2021.",1
6220,South Asia,Eius quisquam dolor porro. Dorandom amet numquam ut tempora magnam. Est ipsum dolor ut consectetur numquam magnam numquam. Ipsum numquam non sit modi dolor. Modi non quiquia amet amet quaerat voluptatem amet. Non adipisci aliquam adipisci. Etincidunt non adipisci ut velit dolor porro. Porro etincidunt quisquam sed quisquam velit. Dorandom velit adipisci quisquam quiquia. Eius non tempora sed aliquam ut non.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Apvopo gccujt nhffuwmm jekcrt batk xjbh fzo jghg.,0
